ID,English Title,Yoruba Title,Number,Verse Number,English Lyrics,Yoruba Lyrics,Type,IsFavorite
1,TO GOD BE THE GLORY,OGO NI F'OLUWA TO SE OHUN NLA,1,1,To God be the glory; great things He hath done So loved He the world that He gave us His son Who yielded His life an atonement for sin? And open the life gate that all may go in.,Ogo ni f'oluwa to se ohun nla Ife lo mu l'o fun wa ni Omo Re Eni to f'emi Re lele fe 'se wa To si silekun iye sile fun wa,Verse,FALSE
1,TO GOD BE THE GLORY,OGO NI F'OLUWA TO SE OHUN NLA,1,0,Praise the Lord /2X Let the earth hear His voice Praise the Lord /2x Let the people rejoice O come to the Father through Jesus the son And give Him the glory; great things He hath done,"Yin Oluwa /2x Fi 'yin fun Oluwa Yin Oluwa/2x E yo niwaju Re Ka to Baba wa lo l'oruko Jesu Je k'a jo f'ogo fun, Ohun nla to se.",Chorus,FALSE
1,TO GOD BE THE GLORY,OGO NI F'OLUWA TO SE OHUN NLA,1,2,O perfect redemption purchase of His blood To every believer the promise Of God The vilest offender who truly believe That moment from Jesus a pardon receive,. Irapada kikun ti Eje Re ra Fenikeni t'o gba ileri Re gbo Eni t'o buruju b'o ba le gbagbo L'oju kan na yo ri idariji gba,Verse,FALSE
1,TO GOD BE THE GLORY,OGO NI F'OLUWA TO SE OHUN NLA,1,3,"Great things He hath taught us; Great things He hath done And great our rejoicing through Jesus the son But purer, and higher, and greater will be Our wonder, our transport when Jesus we see.","Ohun nla to kowa, ohun nla to se Ayo wa di kikun ninu Omo Re Ogo ati ewa irapada nla Y'o yaw a lenu 'gbat'a bari Jesu",Verse,FALSE
2,PRAISE TO THE LORD THE ALMIGHTY,EYIN OLUWA OLUGBALA,2,1,"Praise to the Lord, the Almighty The King of creation O my soul praise Him for He is thy health and salvation All ye who hear; brothers and sisters draw near Praise Him in glad adoration","Yin oluwa, alagbara, oba gbogbo aye Okan mi yin, oluwosan at'olugbala re Yin Oluwa, l'okunrin at'obirin Fi ayo 'korin iyin Re.",Verse,FALSE
2,PRAISE TO THE LORD THE ALMIGHTY,EYIN OLUWA OLUGBALA,2,2,"Praise to the Lord, who hath prosper thy work and defend thee Surely His goodness and mercy here daily attend thee Ponder a new; what the Almighty can do If with His love He be friend thee","Yin Oluwa t'o bukun wa to si ngbe wa nija Ire at'anu Re wa yi wa ka lojojumo Ronu nipa, ohun t'oluwa yo se At'ife nla t'o ti fewa.",Verse,FALSE
2,PRAISE TO THE LORD THE ALMIGHTY,EYIN OLUWA OLUGBALA,2,3,"Praise to the Lord who when tempest their warfare are waging Who when the elements madly around thee are raging Biddeth them cease, turneth their fury to peace Whirlwinds and waters assuaging.","Yin Oluwa, t'oda gbogbo iji'ponju duro Enit' opa gbogbo awon ota wa l'enu mo Are mu won, nwon ko le ri wagbe se Ato biju l'o ngbeja wa",Verse,FALSE
2,PRAISE TO THE LORD THE ALMIGHTY,EYIN OLUWA OLUGBALA,2,4,"Praise to the Lord who when darkness and sin is abounding Who, when the godless do triumph all virtue confounding Sheddeth his light; chaseth the horrors of night Saints with His mercy surrounding","Mu 'gbala nla Re fun wa Od' aguntan t'a pa, K'oruko awon ayanfe, Mu 'pa re k’o j'oba, Wa, ofe orile ede, Da onde re sile, Wa fi ami 'leri Re han, Wa, Olugbala wa. Amin.",Verse,FALSE
2,PRAISE TO THE LORD THE ALMIGHTY,EYIN OLUWA OLUGBALA,2,5,"Praise to the Lord, O let all that is in me adore Him! All that hath life and breathe come now with praises before Him Let the Amen; sound from His people again Gladly for awe we adore Him","Yin Oluwa, gbogbo ohun t'o wa ninu mi yin Gbogbo eda alaye emu orin iyin wa Eke “Amin”, enyin eniyan mimo Ewa fi ayo juba Re.",Verse,FALSE
3,PRAISE MY SOUL THE KING,OKAN MI YIN OBA ORUN,3,1,"Praise, my soul, the King of heaven To His feet thy tribute bring Ransomed, healed, restored, forgiven, Evermore His praises sing Alleluia! Alleluia!! Praise the everlasting King","Okan mi yin Oba orun Mu ore wa sodo Re 'wo t'awosan, t'a dariji Tal'a ba ha yin bi Re? Yin Oluwa, Yin Oluwa Yin Oba ainipekun",Verse,FALSE
3,PRAISE MY SOUL THE KING,OKAN MI YIN OBA ORUN,3,2,"Praise Him for His grace and favour To our fathers in distress Praise Him, still the same as ever Slow to chide and swift to bless Alleluia! Alleluia!!","Yin fun anu t'o ti fi han F'awon baba n'nu ponju Yin I, okan na ni titi O lora lati binu Yin Oluwa, Yin Oluwa, Ologo n'nu otito.",Verse,FALSE
3,PRAISE MY SOUL THE KING,OKAN MI YIN OBA ORUN,3,3,"Father-like, He tends and spares us Well our feeble frame He knows In His hands, He gently hears us Rescues us from all our foes Alleluia! Alleluia!! Widely yet His mercy flow.","Bi baba ni ontoju wa O si mo ailera wa Jeje l'o ngbe wa l'apa Re O gba wa lowo ota Yin Oluwa, Yin Oluwa, Anu Re yi aye ka",Verse,FALSE
3,PRAISE MY SOUL THE KING,OKAN MI YIN OBA ORUN,3,4,"Frail as summer's flow'r we flourish Blows the wind and it is gone But, while mortals rise and perish God endures unchanging on Alleluia! Alleluia!! Praise with us the God of grace.","A ngba b'itanna eweko T'a fefe nfe, t'o si nro 'Gbati a nwa, ti asi nku Olorun wa bakanna E ba wa yin, E ba wa yin, Olorun Olotito.",Verse,FALSE
4,PRAISE HIM! PRAISE HIM!,FI IYIN FUN JESU OLURAPADA,4,1,"Praise Him! Praise Him! Jesus our blessed Redeemer! Sing O earth, His wonderful love proclaim Hail Him! hail Him highest archangels in glory Strength and honour give to His holy name! Like a Shepherd, Jesus will guard His children In Hs arms He carries them all day long","Fi yin fun Jesu Olurapada wa Ki aye k'okiki ife nla Re Fi iyin fun, Eyin angeli Ologo f'ola at'ogo fun Oruko Re B' Olusoaguntan, Jesu yo to omo Re Lapa Re lo ngbe won le lojojo",Verse,FALSE
4,PRAISE HIM! PRAISE HIM!,FI IYIN FUN JESU OLURAPADA,4,0,Praise Him! Praise Him! Tell of His excellent greatness Praise Him! Praise Him! Ever in joyful song!,"Fi iyin fun, so titobi agbara re, Fi iyin fun, pelu orin ayo.",Chorus,FALSE
4,PRAISE HIM! PRAISE HIM!,FI IYIN FUN JESU OLURAPADA,4,2,"Praise Him! Praise Him! Jesus our blessed Redeemer! For our sins He suffered and bled and died, He our Rock, our hope of eternal salvation Hail Him! Hail Him! Jesus the crucified Sound His praises! Jesus who bore our sorrows Love unbounded, wonderful, deep, and strong.","Fi iyin fun Jesu Olurapada wa Fun wa O t'eje Re sile oku On ni apata ati ';reti 'gbala wa Yin Jesu ti a kan m'gbelebu Korin iyin Re, Jesu to ru 'rora wa Ife n la re ti ko se fenu so",Verse,FALSE
4,PRAISE HIM! PRAISE HIM!,FI IYIN FUN JESU OLURAPADA,4,3,"Praise Him! Praise Him! Jesus our blessed Redeemer! Heav'nly portals loud with hosannas ring! Jesus, Saviour, reigneth forever and ever Crown Him! Crown Him! Prophet and Priest and King! Christ is coming, over the world victorious Pow'r and glory unto the Lord belong.","Fi iyin fun Jesu Olurapada wa Ki ariwo iyin gba orun kan Jesu Oluwa njoba lai ati lailai Se loba gbogb'eyin alagbara Jesu mbo wa, 'segun gbogbo agbaye Agbara ati ogo je tire Jesu ye! Ko tun si wahala fun wa mo Tori o lagbara lati gbala",Verse,FALSE
5,"PRAISE GOD, FROM WHOM ALL BLESSINGS FLOW",EFI IYIN FUN OLORUN,5,1,"Praise God, from whom all blessings flow, Praise Him, all creatures here below Praise Him above, ye heave'nly host, Praise Father, Son, and Holy Ghost. Amen","Efi iyin fun Olorun Eyin, Eyin eda aye E-yin, eyin eda orun Yin Baba, Omo on Emi. Amen",Verse,FALSE
6,"HOLY, HOLY, HOLY","MIMO, MIMO, MIMO OLODUMARE",6,1,"Holy, Holy, Holy! Lord God Almighty Early in the morning our song shall rise to Thee Holy, Holy, Holy, Merciful and Mighty! God in Three persons, blessed Trinity!","Mimo, mimo, mimo, Olodumare Ni kutukutu n'iwo o gbo orin wa, Mimo, mimo, mimo! Oniyonu julo! Ologo meta lai Olubukun!",Verse,FALSE
6,"HOLY, HOLY, HOLY","MIMO, MIMO, MIMO OLODUMARE",6,2,"Holy, Holy, Holy! All the saints adore Thee Casting down their golden crowns around the glassy sea Cherubim and Seraphim falling down before Thee Who wert, and art, and evermore shall be","Mimo, mimo, mimo, awon t’orun nyin Nwon nfi ade wura won lele y'ite ka Kerubim, serafim nwole Niwaju Re 'Wo t'oti wa, t' o si wa titi lai.",Verse,FALSE
6,"HOLY, HOLY, HOLY","MIMO, MIMO, MIMO OLODUMARE",6,3,"Holy, Holy, Holy! Tho'the darkness hide Thee; Tho' the eye of sinful man Thy glory may not see Only Thou art holy; there is none beside Thee Perfect in power, in love and purity","Mimo, mimo, mimo! B'okunkun pa O mo Bi oju elese ko le ri ogo Re Iwo nikan l'omo, Ko tun si elomi Pipe 'nu agabra ati n'ife",Verse,FALSE
6,"HOLY, HOLY, HOLY","MIMO, MIMO, MIMO OLODUMARE",6,4,"Holy, Holy, Holy! Lord God Almighty! All Thy works shall praise Thy name, in earth, and sky and sea Hoy, holy, holy; merciful and mighty! God in three person, blessed Trinity! Amen.","Mimo, mimo, mimo! Olodumare Gbogbo ise Re n'ile, l'oke lo nyin O O Mimo, mimo, mimo! Oniyonu julo! Ologo meta lai, Olubukun!",Verse,FALSE
7,COME THOU ALMIGHTY KING,WA OBA ALAGBARA,7,1,"Come thou Almighty King Help us thy name to sing Help us to praise Father all glorious, o'er all victorious Come and reign over us, Ancient of days","Wa oba 'lagbara Fun wa ni'ranwo re Lati yin o Baba Ologo ju l'ori gbogb'asegun Joba lori wa, arugbo ojo",Verse,FALSE
7,COME THOU ALMIGHTY KING,WA OBA ALAGBARA,7,2,"Come thou incarnate Word Guide on thy mighty sword Our prayer attend, Come and thy people bless And give thy word Success Spirit of holiness on us descends.",Wa Olorun Oro Ran agbara ida Re Gb'adura wa Wa 'bukun ijo re F'ase fun oro re Sokale sori wa Eni mimo,Verse,FALSE
7,COME THOU ALMIGHTY KING,WA OBA ALAGBARA,7,3,Come Holy Comforter Thy sacred witness bear In this glad hour Thou who Almighty art Now rule in every heart And ne'er from us depart Spirit of pow'r,"Wa olutunu wa A jeri mimo Re L'akoko yi. W'olorun alagbara Joba nin' okan wa Emi agbara wa, ma pa wa ti.",Verse,FALSE
7,COME THOU ALMIGHTY KING,WA OBA ALAGBARA,7,4,To Thee great one in Three The highest praises be Hence ever more His sovereign majesty May we in glory see And to eternity love and adore.,Si O metalokan Ni gbogbo iyin ye Lati si yi Ka ri o n'ogo Re Ninu ola nla Re Titi ayeraye la o ma yin O,Verse,FALSE
8,HOW GREAT THOU ART!,AGBARA RE TI TOBI TO,8,1,"O Lord my God! When I in awesome won-der Consider all the worlds Thy hands have made I see the stars, I hear the rolling thunder Thy pow'r thro'-out the universe displayed.","Olorun mi, gba mo fi yanu woye Kiyesi ise owo re gbogbo Mori'rawo, mo gbo hun ara ti n san Agbara re han ni gbogbo aye",Verse,FALSE
8,HOW GREAT THOU ART!,AGBARA RE TI TOBI TO,8,0,"Then sings my soul, My Saviour God to thee How great thou art, how great Thou art (2x)",:Okan mi korin s'Olugbala mi Agbara Re ti to bi to/2x,Chorus,FALSE
8,HOW GREAT THOU ART!,AGBARA RE TI TOBI TO,8,2,When thro' the woods and forest glades I wander And hear the birds sing sweetly in the trees When I look down from loft-y mountain grandeur And hear the brook and feel the gentle breeze,"Pelu'yanu, ni mo wo igi igbo Gbo eye nkorin didun lor'igi 'Gba ti mo wo latori oke giga Mo ragbara odo at'a fefe",Verse,FALSE
8,HOW GREAT THOU ART!,AGBARA RE TI TOBI TO,8,3,"And when I think that God, His son not sparing Sent Him to die, I scare can take it in That on the cross, my burden gladly bearing He bled and died to take away my sin","Gba mo ro pe, Olorun ran Omo Re 'Wa saye lati ku iyanu ni Lor'a gbelebu o gba eru mi ru O t'eje Re, Oku fun ese mi",Verse,FALSE
8,HOW GREAT THOU ART!,AGBARA RE TI TOBI TO,8,4,"When Christ shall come with 
shout of acclamation 
And take me home, what joyshall fill my heart!
Then I shall bow in humble 
adoration 
And there proclaim, my God, 
how great Thou art","Gba Jesu mbo pelu iro at'ayo Mu mi rele, pelayo lokan mi Gbana ngo te ri mi ba, ngo juba Re Ngo si kede, titobi Olorun.",Verse,FALSE
9,GLORIOUS IS THY NAME,OGO NI ORUKO RE,9,1,"Blessed Saviour, we adore thee We thy love and grace proclaim Thou art mighty, thou art holy Glorious is thy matchless name",A yin o Olugbala wa. Rohin ife ore ofe re Alagbara mimo julo Ologo lo'ruko re,Verse,FALSE
9,GLORIOUS IS THY NAME,OGO NI ORUKO RE,9,0,"Glo-rious, Glo…rious Glorious is thy name Oh Lord /2x",O……logo O…..logo Ologo lo'ruko re / 2x,Chorus,FALSE
9,GLORIOUS IS THY NAME,OGO NI ORUKO RE,9,2,"Great Redeemer, Lord and Master Light of all eter-nal days Let the saints of every nation Sing thy just and endless praise.","Olurapada, Oluwa. Imole ayeraye. Je ki gbogbo orile 'de Korin yin otito re",Verse,FALSE
9,GLORIOUS IS THY NAME,OGO NI ORUKO RE,9,3,From the throne of heaven's glory To the Cross of sin and shame Thou didst come to die a ransome Guilty sinners to reclaim.,Lat'ori te ogo orun. Sor'agbelebu ese O wa lati ku nipo wa Lati gba elese la.,Verse,FALSE
9,GLORIOUS IS THY NAME,OGO NI ORUKO RE,9,4,"Come, O Come Immortal Saviour Come and take thy royal throne Come and reign and reign forever Be the Kingdom all thine own.",Ayeraye Olugbala Wa gba ite ola re Gba joba re ti ti aye Gbogbo 'joba je tire,Verse,FALSE
10,O FOR A THOUSAND TONGUES TO SING,A! MBALE L'EGBERUN AHON,10,1,O for a thousand tongues to sing My great Redeemer's praise The glories of my God and king The triumphs of His grace,A mba le l'egberun ahon Fun yin Olugbala Ogo Olorun oba mi Isegun ore Re.,Verse,FALSE
10,O FOR A THOUSAND TONGUES TO SING,A! MBALE L'EGBERUN AHON,10,2,My gracious Master and my God Assist me to proclaim To spread thro' all the earth abroad The honors of thy name,Baba mi at' Olorun mi Fun mi n' iranwo Re K' nle ro ka gbogbo aiye Ola oruko re.,Verse,FALSE
10,O FOR A THOUSAND TONGUES TO SING,A! MBALE L'EGBERUN AHON,10,3,"Jesus, the name that calms my fears That bids my sorrows cease 'Tis music in the sinner's ears 'Tis life and health and peace",Jesu t' o s'eru wa dayo T'o mu 'banuje tan Orin ni l'eti elese Iye at' ilera,Verse,FALSE
10,O FOR A THOUSAND TONGUES TO SING,A! MBALE L'EGBERUN AHON,10,4,He breaks the pow'r of canceled sin He sets the pris 'ner free His blood can make the foulest clean His blood availed for me,O segun agbara ese O da onde sile Eje Re le w'eleri mo Eje Re se fun mi.,Verse,FALSE
11,SPIRIT OF THE LIVING GOD,EMI MIMO OLORUN,11,1,"Spirit of the living God Fall afresh on me Spirit of the living God Fall afresh on me Break me, melt me, Mould me, fill me Spirit of the living God Fall afresh on me.","Emi mimo Olorun So kale wa Emi mimo Olorun So kale wa Fo mi, yo mi, mo mi, kun mi Emi mimo Olorun So kale wa",Verse,FALSE
12,"LORD SPEAK TO ME, THAT I MAY SPEAK",KO MI OLUWA,12,1,"Lord speak to me, that I may speak In living echoes of Thy tone As Thou hast sought, so let me seek Thy erring children lost and lone",Ko mi Oluwa bia ti Je gbohungbohun oro re B'o ti wa mi je ke mi wa Awon omo Re t'o tin u,Verse,FALSE
12,"LORD SPEAK TO ME, THAT I MAY SPEAK",KO MI OLUWA,12,2,"Oh, teach me, Lord, that I may teach The precious things thou dost Impart And wing my words, that they may reach The hidden depths of many a heart.",Ko mi Oluwa ki nle fi Eko rere Re k'e lomi K'oro mi le f'iye Re fo De ikoko gbogbo okan,Verse,FALSE
12,"LORD SPEAK TO ME, THAT I MAY SPEAK",KO MI OLUWA,12,3,"Oh, fill me with Thy fullness, Lord Until my very heart o'er flow in kindling thought and glowing word Thy love to tell, Thy praise to 
show.","Jesu, fi ekun Re kun mi Fi kun mi li opolopo Ki ero ati oro mi Kun fun Ife atiyin Re",Verse,FALSE
12,"LORD SPEAK TO ME, THAT I MAY SPEAK",KO MI OLUWA,12,4,"Oh, use me, Lord use even me Just as thou will, and when, and where. Until Thy blessed face I see Thy rest, Thy joy, Thy glory share","Lo mi, Oluwa, an' e mi bi oti fe nigbakugba Titi em' o fi r'oju re Pelu ayo ninu aso ogo",Verse,FALSE
13,INTO MY HEART,S'INU OKAN MI,13,1,"In-to my heart, in-to my heart Come in-to my heart, Lord Je-sus Come in to-day, Come in to stay Come in-to my heart, Lord Je-sus","S'inu okan mi, s'inu okan mi Wa s'inu okan mi Jesu Wole loni, duro sibe Wa sinu okan mi Jesu",Verse,FALSE
14,THE KING OF LOVE MY SHEPHERD,JESU L'OLUSOAGUNTAN MI,14,1,"The King of love my Shepherd is Whose goodness faileth never? I nothing lack if I am His, And He is mine for ever.","Jesu l'Olusagutan mi Ore eniti ki ye Ko s'ewu bi mo je Tire, T'On si je temi titi.",Verse,FALSE
14,THE KING OF LOVE MY SHEPHERD,JESU L'OLUSOAGUNTAN MI,14,2,"Where streams of living water flow, My ransomed soul He leadeth, And, where the verdant pastures grow, With food celestial feedeth.","Nib'odo omi iye nsan Nibe l'o nm'okan mi lo; Nibiti oko tutu nhu, L'o nf' onje orun bo mi.",Verse,FALSE
14,THE KING OF LOVE MY SHEPHERD,JESU L'OLUSOAGUNTAN MI,14,3,"Perverse and foolish oft I strayed, But yet in love He sought me, And on His Shoulder gently laid, And home, rejoicing, brought me.","Mo ti fi were sako lo N'ife O si wa mi ri; L'ejika Re lo gbe mi si, O f'ayo mu mi wa le.",Verse,FALSE
14,THE KING OF LOVE MY SHEPHERD,JESU L'OLUSOAGUNTAN MI,14,4,"In death's dark vale I fear no ill, With Thee, dear LORD, beside me: Thy rod and staff my comfort still, Thy Cross before to guide me","Nko beru ojiji iku, B'Iwo ba wa l'odo mi, Ogo Re ati opa Re, Awon lo ntu mi ninu",Verse,FALSE
14,THE KING OF LOVE MY SHEPHERD,JESU L'OLUSOAGUNTAN MI,14,5,"Thou spread'st a Table in my sight; Thy Unction grace bestoweth, And oh, what transport of delight, From Thy pure Chalice floweth!","Iwo te tabili fun mi; 'Wo d'ororo sori mi, A! ayo na ha ti po to! Ti nt' odo Re wa bami.",Verse,FALSE
14,THE KING OF LOVE MY SHEPHERD,JESU L'OLUSOAGUNTAN MI,14,6,"And so through all the length of days, Thy goodness faileth never; Good Shepherd, may I sing Thy praise, Within Thy house for ever. Amen.","Be, I'ojo aiye mi gbogbo, Ore Re ki o ye lai; Olusagutan, ng o yin O, Ninu ile Re titi. Amin.",Verse,FALSE
15,JESUS LIVES! THY TERRORS NOW,JESU YE; TITI AIYE,15,1,"JESUS lives! Thy terrors now, Can, O death, no more appeal us, JESUS lives by this we know, Thou, O grave, canst not enthrall us. Alleluia!","Jesu ye; titi aiye, Eru iku ko ba ni mo; Jesu ye; Nitorina, Isa oku ko n'ipa mo, Alleluya!",Verse,FALSE
15,JESUS LIVES! THY TERRORS NOW,JESU YE; TITI AIYE,15,2,"JESUS lives! Henceforth is death, But the gate of life immortal; This shall calm our trembling breath, When we pass its gloomy portal, Alleluia!","Jesu ye; lat' oni lo, Iku je ona si iye; Eyi y'oje 'tunu wa, 'Gbat' akoko iku ba de, Alleluya!",Verse,FALSE
15,JESUS LIVES! THY TERRORS NOW,JESU YE; TITI AIYE,15,3,"JESUS lives! For us He died: Then, alone to Jesus living, Pure in heart may we abide, Glory to our SAVIOUR giving, Alleluia!","Jesu ye; fun wa l'oku, 'Nje tire ni a o ma se; A o f'okan funfun sin, A o f'ogo f'Olugbala, Alleluya!",Verse,FALSE
15,JESUS LIVES! THY TERRORS NOW,JESU YE; TITI AIYE,15,4,"JESUS lives! Our hearts know well, Naught from us His love shall sever; Life, nor death, nor powers of hell, Tear us from His keeping ever, Alleluia!","Jesu ye; eyi daju, Iku at'ipa okunkun Ki y'o le ya ni kuro, Ninu ife nla ti Jesu, Alleluya!",Verse,FALSE
15,JESUS LIVES! THY TERRORS NOW,JESU YE; TITI AIYE,15,5,"JESUS lives, to Him the throne, Over all the world is given May we go where He is gone, Rest and reign with Him in Heaven, Alleluia! Amen.","Jesu ye; gbogbo 'joba, L'orun, li aiye, di Tire; Eje ki ama tele, Ki ale joba pelu Re, Alleluya! Amin",Verse,FALSE
16,I KNOW THAT MY REDEEMER LIVES,MO MO P'OLUDANDE MI MBE,16,1,I know that my redeemer lives; What comfort this sweet sentence gives! He lives; He lives who once was dead! He lives my everlasting Head.,"“Mo mo p'Olugbala mi mbe Itunu nla l'eyi fun mi! O mbe, Enit' oku lekan: O mbe, Ori iye mi lai.",Verse,FALSE
16,I KNOW THAT MY REDEEMER LIVES,MO MO P'OLUDANDE MI MBE,16,2,He lives to bless me with His love And still He pleads for me above; He lives to raise me from the grave; And me eternally to save.,"O mbe, lati ma bukun mi, O si mbebe fun mi l'oke. O mbe, lati ji mi n'boji, Lati gba mi la titi lai.",Verse,FALSE
16,I KNOW THAT MY REDEEMER LIVES,MO MO P'OLUDANDE MI MBE,16,3,"He lives, my kind, wise constant Friend; Who still will keep me to the end? He lives, and while He lives I'll sing, Jesus, my Prophet, Priest and King.","O mbe, Ore korikosun, Ti y'o pa mi mo de opin O mbe, emi o ma k'orin Woli, Alufa, Oba mi",Verse,FALSE
16,I KNOW THAT MY REDEEMER LIVES,MO MO P'OLUDANDE MI MBE,16,4,"He lives my mansion to prepare And He will bring me safely there;
He lives, all glory to His 
name,
 Jesus unchangeably the 
same.","O mbe, lati pese aye, Y'osi mu mi de be l'ayo; O mbe, ogo l'oruko Re; Jesu, okanna titi lai",Verse,FALSE
16,I KNOW THAT MY REDEEMER LIVES,MO MO P'OLUDANDE MI MBE,16,5,He lives and frees me from all cares; He lives and frees me from my fears Oh! What a joy this knowledge gives I know that my Redeemer lives.,"O mbe, mo bo l'ow' aniyan; O mbe, mo bo l'owo ewu; A! ayo l'oro yi fun mi, “Mo mo p'Oludande mi mbe” Amin.",Verse,FALSE
17,"THEE WILL I LOVE, MY STRENGTH, MY TOWER","NGO FERAN RE, 'WO ODI MI,",17,1,"Thee will I love, my strength, my tower; Thee will I love, my joy, my crown; Thee will I love with all my power, In all thy works, and thee alone; Thee will I love till sacred fire, Fills my whole soul with pure desire","Ngo feran Re, 'wo odi mi Ngo feran Re, 'wo ayo mi, Ngo feran Re, patapata, Ngo feran Re, tor'ise Re, Ngo feran Re, tit' okan mi, Yo fi kun fun ife rere",Verse,FALSE
17,"THEE WILL I LOVE, MY STRENGTH, MY TOWER","NGO FERAN RE, 'WO ODI MI,",17,2,"I thank Thee, uncreated Sun, That thy bright beams on me have shined; I thank Thee, who hast overthrown, My foes, and heal'd my wounded mind I thank Thee, whose 
enlivening voice,
Bids my freed heart in Thee 
rejoice.","Wo Orun mi, gba ope mi, Fun 'mole Re to fi fun mi, Gba ope mi, 'wo l'o gba mi, Lowo awon ti nsota mi, Gba ope mi, fun ohun Re, T'o mu mi yo lopolopo.",Verse,FALSE
17,"THEE WILL I LOVE, MY STRENGTH, MY TOWER","NGO FERAN RE, 'WO ODI MI,",17,3,"Uphold me in the arduous race Nor suffer me again to stray; Strength my feet with heavenly grace, Still to press forward in Thy way; That all my powers with all their might, In thy sold glory may unite.","N'nu ire ije mi laiye Ma se alabojuto mi Fi agbara fun ese mi, Ki nle t'ese m'ona rere; Ki mba le f'ipa mi gbogbo, F'oruko Re t'o l'ogo han.",Verse,FALSE
17,"THEE WILL I LOVE, MY STRENGTH, MY TOWER","NGO FERAN RE, 'WO ODI MI,",17,4,"Thee will I love, my joy, my crown; Thee will love, my Lord, my God; Thee will love, beneath Thy frown, Or smile-thy scepter or Thy rod; What though my flesh and heart Decay; Thee shall I love in endless day. Amen.","Ngo feran Re, 'Wo ade mi Ngo feran Re, Oluwa mi; Ngo feran Re nigbagbogbo, L'ojo ibi, l'ojo ire, Gbati ojo iku ba de, Ngo feran Re titi lailai. Amin.",Verse,FALSE
18,SINNERS TURN; WHY WILL YE DIE?,"ELESE, EYIPADA, ESE TI E O FI KU",18,1,"Sinners turn; why will ye die? God, your Maker, asks you why God, who did your being given, Make you with Him self to live He the fatal cause demands Ask the work of His own hands;
Why, ye “thankless creatures, 
why
Will you cross His love, and 
die?","Elese, e yipada, Ese ti e o fi ku? Eleda nyin ni mbere, T'o fe ki e ba On gbe; Oran nla ni O mbi nyin Ise owo Re ni nyin,
A! enyin alailope,
Ese t'e o ko 'fe Re?
",Verse,FALSE
18,SINNERS TURN; WHY WILL YE DIE?,"ELESE, EYIPADA, ESE TI E O FI KU",18,2,"Sinners, turn: why will ye die? God, your Saviour, asks you why God, who did your souls retrieve, Died Himself that ye might live, Will you let Him die in vain? Crucify the Lord again? Why, ye ransom'd sinners, why Will you slight His grace, and die?","Elese, e yipada, Ese ti e o fi ku? Olugbala ni mbere Enit' o gb'emi nyin la; Iku Re y'o jasan bi? E o tun kan mo 'gi bi? Eni 'rapada, ese, Ti e o gan ore Re?",Verse,FALSE
18,SINNERS TURN; WHY WILL YE DIE?,"ELESE, EYIPADA, ESE TI E O FI KU",18,3,"Sinners turn: why will ye die? God, the Spirit, asks you why He who all your lives hath striven Urged you to contend for heaven; Will you not His grace receive? Will you still refuse to live? Why, ye long-sought sinners, why Will you grieve your God, and die?","Elese, e yipada, Ese ti e o fi ku? Emi Mimo ni mbere Ti nf’ojo gbogbo ro nyin; E ki o ha gb'ore Re? E o ko iye sibe? A ti nwa nyin pe, ese, T'e mbi Olorun ninu?",Verse,FALSE
18,SINNERS TURN; WHY WILL YE DIE?,"ELESE, EYIPADA, ESE TI E O FI KU",18,4,"Can you doubt if God is love, If to all His yearnings move? Will you not His word receive? Will you not His oath believe? See, your dying Lord appears!
Jesus weeps; believe His 
tears!
Mingled with His blood they 
cry,
 “Why will you resolve to die? ","Iyemeji ha nse nyin Pe, ife ni Olorun, E ki o ha gb'oro Re? K'e gba ileri Re gbo? W'Oluwa nyin l'odo nyin, Jesu nsun: w'omije Re; Eje Re pelu nke, pe
“Ese ti e o fi ku?”",Verse,FALSE
19,"LORD JESUS, THINK ON ME,","JESU, JO RANTI MI",19,1,"Lord Jesus, think on me, And purge away my sin; From earth-born passions set me free. And make me pure within.","Jesu, jo ranti mi, K'o si we 'se mi nu; Gba mi low'ese 'binibi Si we okan mi mo.",Verse,FALSE
19,"LORD JESUS, THINK ON ME,","JESU, JO RANTI MI",19,2,"Lord Jesus, think on me, With many a care oppressed; Let me Thy loving servant be, And taste Thy promised rest.","Jesu, jo ranti mi, Em' eni 'nilara: Ki m’ se 'ranse t'o nife Re, Ki m't'o simi Re wo",Verse,FALSE
19,"LORD JESUS, THINK ON ME,","JESU, JO RANTI MI",19,3,"Lord Jesus, thing on me, Nor let me go astray; Through darkness and perplexity Point Thou the Heavenly way.","Jesu, jo ranti mi, Ma je ki nsako lo; N'nu 'damu on okun aiye, F'ona orun han mi.",Verse,FALSE
19,"LORD JESUS, THINK ON ME,","JESU, JO RANTI MI",19,4,"Lord Jesus, think on me, That when the flood is past, I may the Eternal brightness see, And share Thy joy at last.","Jesu, jo ranti mi, Gba gbogbo re koja Ki nle r'ogo ainipekun, Ki nsi le ba O yo.",Verse,FALSE
19,"LORD JESUS, THINK ON ME,","JESU, JO RANTI MI",19,5,"Lord Jesus, think on me, That I may sing above To Father, Holy Ghost, and Thee, The songs of praise and love. Amen","Jesu, jo ranti mi, Ki nle korin loke, Si Baba, Emi at' Iwo, Orin 'yin at'ife. Amin.",Verse,FALSE
